,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA335-LG6- UPPER OF TWO BANDS-Delta is slow=A,A,B,-,B,B,A,-,A,-,-,B,-,A,-,B,-,A,-,A,B,-,-,-,B,-,-,-,-,B,A,B,A,-,-,B,-,-,A,A,-,-,A,B,A,-,B,A,-,B,-,B,A,-,A,B,-,-,-,A,-,B,B,A,-,A,A,-,B,-,-,B,B,-,-,B,B,-,A,A,-,B,-,B,-,B,-,-,-,B,B,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,B,-,B,-,-,-,B,A,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,B,B,-,-,-,A,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,A,A,-,-,-,-,-,-,B,-,-,A,-,B,-,A,-,-,-,B,-,-,-,-,-,B,-,-,-,-,B,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,A,-,A,-,-,B,-,B,-,-,-
A1006,A,B,-,B,B,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,B,-,-,-,-,B,-,B,-,-,-,-,-,-,A,-,-,-,A,B,A,-,B,B,-,-,-,B,-,-,-,B,-,-,-,-,-,B,B,-,-,A,A,-,B,-,-,B,B,-,-,-,B,-,B,A,-,B,-,-,-,B,-,-,-,B,B,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,-,-,B,-,-,-,-,-,A,A,-,A,-,-,-,-,-,-,B,B,-,-,-,A,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,A,-,-,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,B,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,B,-,-,A,-,-,A,-,B,-,-,-
A1004,A,B,-,-,B,A,-,-,-,-,A,-,A,-,B,-,A,-,A,A,-,-,-,B,-,-,-,-,B,A,B,A,-,-,A,-,-,A,A,-,-,A,B,A,-,B,B,-,A,-,-,A,-,A,B,-,-,-,-,-,B,B,A,-,A,A,-,B,-,-,B,-,-,-,A,-,-,B,-,-,-,-,-,-,B,-,-,-,-,B,-,-,-,-,-,-,-,-,-,A,-,-,B,-,-,-,-,-,B,-,-,-,-,-,-,B,-,B,-,-,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,A,-,-,A,A,-,A,-,-,-,-,-,-,B,B,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,A,-,A,-,A,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,A,-,A,-,-,A,-,B,-,-,-
A1002,A,B,-,B,B,-,-,A,-,-,A,-,A,-,B,-,A,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,-,A,-,-,-,A,B,A,-,B,B,-,A,-,B,A,-,-,B,-,-,-,-,-,-,B,A,-,A,-,-,B,-,-,B,B,-,-,A,-,-,B,A,-,B,-,-,-,-,-,-,-,A,-,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,B,B,-,-,-,A,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,A,-,A,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,B,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,A,-,A,-,-,A,-,B,-,-,-
A1007,A,B,-,B,B,A,-,A,-,-,A,-,A,-,B,-,A,-,A,B,-,-,-,B,-,-,-,-,B,A,B,A,-,-,A,-,-,A,A,-,-,A,B,A,-,B,B,-,A,-,B,A,-,A,B,-,-,-,A,-,B,B,A,-,A,A,-,B,-,-,B,B,-,-,A,B,-,B,B,-,B,-,B,-,B,-,-,-,A,B,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,B,B,-,-,-,A,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,A,-,A,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,B,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,A,-,A,-,-,A,-,B,-,-,-
A995,A,B,-,B,B,-,-,A,-,-,-,-,-,-,B,-,A,-,A,-,-,-,-,-,-,-,-,-,B,-,B,-,-,-,-,-,-,A,B,-,-,-,B,A,-,-,B,-,A,-,B,-,-,-,-,-,-,-,A,-,B,-,-,-,-,-,-,B,-,-,B,B,-,-,A,-,-,B,B,-,B,-,B,-,B,-,-,-,-,B,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,-,-,A,-,-,-,-,-,A,B,B,-,-,-,A,-,A,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,-,-,-,-,-,-,-,B,-,-,A,-,A,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,B,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,A,-,A,-,-,-,-,B,-,-,-
A996,A,B,-,B,B,A,-,A,-,-,A,-,A,-,B,-,A,-,A,A,-,-,-,-,-,-,-,-,B,A,B,A,-,-,A,-,-,A,-,-,-,-,B,A,-,-,B,-,A,-,B,A,-,A,-,-,-,-,A,-,B,-,-,-,A,A,-,B,-,-,B,B,-,-,A,-,-,B,B,-,B,-,B,-,B,-,-,-,-,B,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,B,B,-,-,-,A,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,A,-,A,-,A,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,A,-,A,-,-,A,-,B,-,-,-
A1003,A,B,-,B,-,A,-,A,-,-,-,-,-,-,-,-,A,-,A,A,-,-,-,B,-,-,-,-,B,A,B,A,-,-,A,-,-,A,A,-,-,A,B,-,-,B,B,-,A,-,B,A,-,-,-,-,-,-,A,-,B,-,A,-,-,A,-,B,-,-,B,-,-,-,A,B,-,B,-,-,B,-,-,-,B,-,-,-,B,B,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,B,B,-,-,-,A,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,A,-,A,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,B,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,A,-,A,-,-,A,-,B,-,-,-
A1008,A,B,-,B,B,A,-,A,-,-,-,-,A,-,B,-,A,-,A,A,-,-,-,B,-,-,-,-,B,A,B,A,-,-,A,-,-,A,A,-,-,A,B,A,-,B,B,-,A,-,B,A,-,A,B,-,-,-,A,-,B,B,A,-,A,A,-,B,-,-,B,B,-,-,A,B,-,B,B,-,B,-,B,-,-,-,-,-,B,B,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,-,B,-,-,-,A,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,A,-,A,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,A,-,A,-,-,A,-,B,-,-,-
A999,A,B,-,B,B,A,-,A,-,-,A,-,A,-,B,-,A,-,A,B,-,-,-,B,-,-,-,-,B,A,B,A,-,-,A,-,-,A,A,-,-,A,B,A,-,B,B,-,A,-,B,A,-,A,B,-,-,-,A,-,B,B,A,-,A,A,-,B,-,-,B,B,-,-,A,B,-,B,B,-,B,-,B,-,B,-,-,-,B,B,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,B,B,-,-,-,A,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,A,-,A,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,B,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,A,-,A,-,-,A,-,B,-,-,-
A998,A,B,-,B,B,A,-,A,-,-,A,-,A,-,B,-,A,-,A,B,-,-,-,B,-,-,-,-,B,A,B,A,-,-,A,-,-,A,A,-,-,A,B,A,-,B,B,-,A,-,B,A,-,A,B,-,-,-,A,-,B,B,A,-,A,A,-,B,-,-,B,B,-,-,A,B,-,B,B,-,B,-,B,-,B,-,-,-,B,B,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,B,B,-,-,-,A,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,A,-,A,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,B,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,A,-,A,-,-,A,-,B,-,-,-
A997,A,B,-,B,B,A,-,A,-,-,A,-,A,-,B,-,A,-,A,B,-,-,-,B,-,-,-,-,B,A,B,A,-,-,A,-,-,A,A,-,-,A,B,A,-,B,B,-,A,-,B,A,-,A,B,-,-,-,A,-,B,B,A,-,A,A,-,B,-,-,B,B,-,-,A,B,-,B,A,-,B,-,B,-,B,-,-,-,B,B,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,B,B,-,-,-,A,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,A,-,A,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,B,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,A,-,A,-,-,A,-,B,-,-,-
A6901,A,B,-,B,B,A,-,A,-,-,A,-,A,-,B,-,A,-,A,B,-,-,-,B,-,-,-,-,B,A,B,A,-,-,A,-,-,A,A,-,-,A,B,A,-,A,B,-,A,-,B,A,-,A,-,-,-,-,A,-,B,B,A,-,A,A,-,B,-,-,B,B,-,-,A,B,-,B,A,-,B,-,B,-,B,-,-,-,B,B,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,B,B,-,-,-,A,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,A,-,A,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,B,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,A,-,A,-,-,A,-,B,-,-,-
A1001,A,B,-,B,B,A,-,A,-,-,A,-,A,-,B,-,A,-,A,B,-,-,-,B,-,-,-,-,B,A,B,A,-,-,A,-,-,A,A,-,-,A,B,A,-,B,B,-,A,-,B,A,-,A,B,-,-,-,A,-,B,B,A,-,A,A,-,B,-,-,B,B,-,-,A,B,-,B,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,B,B,-,-,-,A,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,A,-,A,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,A,-,A,-,-,A,-,B,-,-,-
A1000,A,B,-,B,B,A,-,A,-,-,A,-,A,-,B,-,A,-,A,B,-,-,-,B,-,-,-,-,B,A,B,A,-,-,A,-,-,A,A,-,-,A,B,A,-,B,B,-,A,-,B,A,-,A,B,-,-,-,A,-,B,B,A,-,A,A,-,B,-,-,B,B,-,-,A,B,-,B,B,-,B,-,B,-,B,-,-,-,B,B,-,B,-,-,-,B,-,-,-,A,-,-,B,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,B,B,-,-,-,A,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,A,-,A,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,B,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,A,-,A,-,-,A,-,B,-,-,-
A6634,A,B,-,B,B,A,-,A,-,-,A,-,A,-,B,-,A,-,A,B,-,-,-,B,-,-,-,-,B,A,B,A,-,-,A,-,-,A,A,-,-,A,B,A,-,B,B,-,A,-,B,A,-,A,B,-,-,-,A,-,B,B,A,-,A,A,-,B,-,-,B,B,-,-,A,B,-,B,B,-,B,-,B,-,B,-,-,-,B,B,-,B,-,-,-,B,-,-,-,A,-,-,A,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,B,B,-,-,-,B,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,A,-,A,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,B,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,B,-,-,-,-,A,-,B,-,-,-
black hilum delta=A=NO MOT,A,B,A,B,B,A,-,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,-,B,B,B,-,A,B,A,B,A,B,B,A,A,B,A,A,B,B,A,B,A,B,A,B,B,B,A,B,A,A,A,B,A,B,A,A,A,B,B,A,B,A,A,A,B,B,A,B,B,A,A,B,B,A,B,B,A,B,B,B,A,B,B,A,B,B,B,A,B,B,B,B,B,A,A,-,A,B,A,B,A,B,-,B,B,B,B,B,B,B,-,B,B,B,B,A,B,A,-,B,A,B,A,A,B,B,A,A,B,A,B,B,A,B,B,A,A,B,A,B,A,A,A,A,A,B,A,A,B,B,B,A,A,B,B,A,B,A,B,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,B,A,B,A,A,A,A,B,B,B,A,B,A,A,B,A,B,B,A,B,A,A,A,B,A,B,B,B,A,B,B,A,B,B,B,B,A,B,A,B,A,A,A,A,A,B,A,A,B,B,A,A,A,A,B,A,A,B,A,A,A,B,B,A,B,B,B,B,B,B,B,A,A,A,A,B,B,A,B,B
A4409,A,B,-,A,B,A,-,A,-,-,A,-,A,-,B,-,A,-,A,A,-,-,-,B,-,-,-,-,B,A,B,A,-,-,A,-,-,A,A,-,-,A,B,A,-,A,B,-,A,-,B,A,-,A,B,-,-,-,A,-,B,B,A,-,A,A,-,B,-,-,B,B,-,-,A,B,-,B,B,-,B,-,B,-,B,-,-,-,-,B,-,B,-,-,-,B,-,-,-,A,-,-,A,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,B,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,B,B,-,-,-,A,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,B,-,-,B,-,A,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,B,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,A,-,A,-,-,A,-,B,-,-,-
"AC76b lg 6, fast=A",A,B,-,A,B,A,-,A,-,-,A,-,A,-,B,-,A,-,A,A,-,-,-,B,-,-,-,-,B,A,B,B,-,-,A,-,-,A,A,-,-,A,B,A,-,A,B,-,A,-,B,A,-,A,B,-,-,-,A,-,B,B,A,-,A,B,-,B,-,-,B,B,-,-,-,B,-,B,A,-,B,-,B,-,B,-,-,-,B,B,-,B,-,-,-,B,-,-,-,A,-,-,A,-,-,-,B,-,B,-,B,-,-,-,B,B,-,B,-,A,-,-,B,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,A,A,-,A,A,-,-,-,-,A,B,B,-,-,-,B,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,B,-,-,-,-,-,-,B,-,-,B,-,A,-,A,-,-,-,A,-,-,-,-,-,B,-,-,-,-,B,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,B,B,-,-,-,-,A,-,B,-,-,-
A1555,A,B,-,-,B,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,B,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,B,B,-,B,-,-,-,-,B,-,-,A,-,-,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,-,-,-,A,B,-,A,-,-,-,-,-,A,B,B,-,-,-,B,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,B,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-
A6561,A,B,-,B,B,A,-,B,-,-,A,-,A,-,B,-,A,-,A,B,-,-,-,A,-,-,-,-,A,B,B,A,-,-,A,-,-,B,B,-,-,B,A,A,-,B,B,-,B,-,B,B,-,A,A,-,-,-,B,-,B,B,A,-,A,A,-,B,-,-,A,B,-,-,B,B,-,A,A,-,A,-,B,-,B,-,-,-,A,A,-,A,-,-,-,B,-,-,-,A,-,-,A,-,-,-,A,-,A,-,A,-,-,-,B,B,-,B,-,-,-,-,A,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,-,-,B,-,-,A,-,-,B,B,-,B,A,-,-,-,-,B,B,-,-,-,-,-,-,A,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,B,-,-,-,-,-,-,A,-,-,A,-,B,-,B,-,-,-,B,-,-,-,-,-,B,-,-,-,-,B,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,B,-,-,-
A1915,A,B,-,B,B,A,-,B,-,-,A,-,A,-,B,-,A,-,A,B,-,-,-,A,-,-,-,-,A,B,B,A,-,-,A,-,-,B,B,-,-,B,A,A,-,B,B,-,B,-,B,B,-,A,A,-,-,-,B,-,B,B,B,-,A,A,-,B,-,-,A,B,-,-,B,B,-,A,A,-,A,-,B,-,B,-,-,-,A,-,-,A,-,-,-,B,-,-,-,A,-,-,A,-,-,-,A,-,A,-,A,-,-,-,B,B,-,B,-,A,-,-,A,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,-,-,B,-,-,A,-,-,B,B,-,B,A,-,-,-,-,B,B,B,-,-,-,B,-,A,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,B,-,-,-,-,-,-,A,-,-,A,-,B,-,B,-,-,-,B,-,-,-,-,-,A,-,-,-,-,B,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,B,-,-,-
A1916,A,B,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,B,-,-,-,A,-,-,-,-,-,-,-,-,-,A,-,-,A,-,-,-,B,-,-,-,A,-,-,A,-,-,-,A,-,A,-,A,-,-,-,B,B,-,B,-,A,-,-,A,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,B,B,-,B,A,-,-,-,-,B,B,B,-,-,-,B,-,A,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,B,-,-,-,-,-,-,A,-,-,A,-,B,-,B,-,-,-,B,-,-,-,-,-,A,-,-,-,-,B,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,B,-,-,-
A6560,A,B,-,B,B,A,-,B,-,-,A,-,A,-,B,-,A,-,A,B,-,-,-,A,-,-,-,-,A,B,B,A,-,-,A,-,-,B,B,-,-,B,A,A,-,B,B,-,B,-,B,B,-,A,A,-,-,-,B,-,B,B,A,-,A,A,-,B,-,-,A,B,-,-,B,B,-,A,A,-,A,-,B,-,A,-,-,-,A,B,-,A,-,-,-,B,-,-,-,A,-,-,A,-,-,-,A,-,A,-,A,-,-,-,B,B,-,B,-,A,-,-,A,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,-,-,B,-,-,A,-,-,B,B,-,B,A,-,-,-,-,B,B,B,-,-,-,B,-,A,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,B,-,-,-,-,-,-,A,-,-,A,-,B,-,B,-,-,-,B,-,-,-,-,-,A,-,-,-,-,B,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,A,-,B,-,-,-
A6563,A,B,-,B,B,A,-,B,-,-,A,-,A,-,B,-,A,-,B,B,-,-,-,A,-,-,-,-,A,B,B,A,-,-,A,-,-,B,B,-,-,B,A,A,-,B,B,-,B,-,B,B,-,A,A,-,-,-,B,-,B,B,A,-,A,A,-,B,-,-,A,B,-,-,B,B,-,A,A,-,A,-,B,-,A,-,-,-,A,B,-,A,-,-,-,B,-,-,-,A,-,-,A,-,-,-,A,-,A,-,A,-,-,-,B,B,-,B,-,A,-,-,A,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,-,-,B,-,-,A,-,-,B,B,-,B,A,-,-,-,-,B,B,B,-,-,-,B,-,A,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,B,-,-,-,-,-,-,A,-,-,A,-,B,-,B,-,-,-,B,-,-,-,-,-,A,-,-,-,-,B,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,B,A,-,B,-,-,A,-,B,-,-,-
A1912,A,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,B,-,A,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,B,-,-,-,A,-,-,A,-,-,-,A,-,A,-,A,-,-,-,B,B,-,B,-,A,-,-,A,-,-,A,-,A,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,A,-,-,B,B,-,B,A,-,-,-,-,B,B,B,-,-,-,B,-,A,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,B,-,-,-,-,-,-,A,-,-,A,-,B,-,B,-,-,-,B,-,-,-,-,-,A,-,-,-,-,B,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,B,A,-,B,-,-,A,-,B,-,-,-
